STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,,,,,,,,,,
Legislative District 3,,,,,,,,,,,,,,,,,,
Maricopa,,,,58,"35,747",,,"1,142",,"82,751",,"54,069",,"173,709",,,,
Total:,,,,58,"35,747",,,"1,142",,"82,751",,"54,069",,"173,709",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 4,,,,,,,,,,,,,,,,,,
Maricopa,,,,70,"46,435",,,"1,313",,"65,858",,"53,640",,"167,246",,,,
Total:,,,,70,"46,435",,,"1,313",,"65,858",,"53,640",,"167,246",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 5,,,,,,,,,,,,,,,,,,
Maricopa,,,,54,"54,802",,,"1,123",,"26,988",,"42,002",,"124,915",,,,
Total:,,,,54,"54,802",,,"1,123",,"26,988",,"42,002",,"124,915",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 6,,,,,,,,,,,,,,,,,,
Apache,,,,44,"27,625",,,219,,"10,666",,"13,471",,"51,981",,,,
Coconino,,,,49,"25,005",,,459,,"13,309",,"18,492",,"57,265",,,,
Gila,,,,3,"2,020",,,7,,235,,"1,037",,"3,299",,,,
Graham,,,,2,"1,267",,,5,,169,,609,,"2,050",,,,
Mohave,,,,2,269,,,4,,105,,362,,740,,,,
Navajo,,,,7,"19,455",,,159,,"4,809",,"9,994",,"34,417",,,,
Pinal,,,,1,0,,,0,,0,,0,,0,,,,
Total:,,,,108,"75,641",,,853,,"29,293",,"43,965",,"149,752",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 7,,,,,,,,,,,,,,,,,,
Coconino,,,,25,"10,795",,,305,,"9,222",,"11,085",,"31,407",,,,
Gila,,,,36,"6,411",,,193,,"15,890",,"8,156",,"30,650",,,,
Navajo,,,,7,"4,689",,,258,,"20,608",,"9,068",,"34,623",,,,
Pinal,,,,27,"13,528",,,420,,"24,224",,"19,722",,"57,894",,,,
Total:,,,,95,"35,423",,,"1,176",,"69,944",,"48,031",,"154,574",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 8,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"42,351",,,"1,215",,"29,156",,"44,406",,"117,128",,,,
Total:,,,,57,"42,351",,,"1,215",,"29,156",,"44,406",,"117,128",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 9,,,,,,,,,,,,,,,,,,
Maricopa,,,,39,"34,357",,,"1,172",,"35,626",,"41,304",,"112,459",,,,
Total:,,,,39,"34,357",,,"1,172",,"35,626",,"41,304",,"112,459",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 10,,,,,,,,,,,,,,,,,,
Maricopa,,,,43,"30,677",,,"1,077",,"58,594",,"44,421",,"134,769",,,,
Pinal,,,,3,"1,465",,,60,,"2,853",,"2,773",,"7,151",,,,
Total:,,,,46,"32,142",,,"1,137",,"61,447",,"47,194",,"141,920",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 11,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"52,076",,,707,,"14,890",,"40,166",,"107,839",,,,
Total:,,,,37,"52,076",,,707,,"14,890",,"40,166",,"107,839",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 12,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"50,669",,,"1,285",,"44,674",,"51,097",,"147,725",,,,
Total:,,,,48,"50,669",,,"1,285",,"44,674",,"51,097",,"147,725",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 13,,,,,,,,,,,,,,,,,,
Maricopa,,,,45,"40,011",,,"1,079",,"50,504",,"48,841",,"140,435",,,,
Total:,,,,45,"40,011",,,"1,079",,"50,504",,"48,841",,"140,435",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 14,,,,,,,,,,,,,,,,,,
Maricopa,,,,44,"33,386",,,"1,288",,"62,832",,"48,668",,"146,174",,,,
Total:,,,,44,"33,386",,,"1,288",,"62,832",,"48,668",,"146,174",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 15,,,,,,,,,,,,,,,,,,
Maricopa,,,,26,"17,277",,,768,,"40,905",,"27,912",,"86,862",,,,
Pinal,,,,19,"14,058",,,676,,"29,638",,"24,667",,"69,039",,,,
Total:,,,,45,"31,335",,,"1,444",,"70,543",,"52,579",,"155,901",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 16,,,,,,,,,,,,,,,,,,
Maricopa,,,,2,608,,,9,,77,,586,,"1,280",,,,
Pima,,,,17,"8,994",,,197,,"7,863",,"7,505",,"24,559",,,,
Pinal,,,,53,"32,810",,,815,,"37,139",,"44,596",,"115,360",,,,
Total:,,,,72,"42,412",,,"1,021",,"45,079",,"52,687",,"141,199",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 17,,,,,,,,,,,,,,,,,,
Pima,,,,63,"48,253",,,"1,231",,"61,888",,"49,923",,"161,295",,,,
Pinal,,,,5,"3,347",,,61,,"5,805",,"3,798",,"13,011",,,,
Total:,,,,68,"51,600",,,"1,292",,"67,693",,"53,721",,"174,306",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 18,,,,,,,,,,,,,,,,,,
Pima,,,,65,"65,783",,,"1,252",,"44,580",,"49,514",,"161,129",,,,
Total:,,,,65,"65,783",,,"1,252",,"44,580",,"49,514",,"161,129",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 19,,,,,,,,,,,,,,,,,,
Cochise,,,,48,"16,800",,,595,,"28,746",,"24,785",,"70,926",,,,
Graham,,,,20,"3,275",,,104,,"9,641",,"4,417",,"17,437",,,,
Greenlee,,,,8,"1,452",,,46,,"1,728",,"1,443",,"4,669",,,,
Pima,,,,17,"13,891",,,287,,"19,732",,"14,952",,"48,862",,,,
Santa Cruz,,,,3,816,,,25,,838,,704,,"2,383",,,,
Total:,,,,96,"36,234",,,"1,057",,"60,685",,"46,301",,"144,277",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 20,,,,,,,,,,,,,,,,,,
Pima,,,,56,"62,655",,,849,,"18,255",,"42,791",,"124,550",,,,
Total:,,,,56,"62,655",,,849,,"18,255",,"42,791",,"124,550",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 21,,,,,,,,,,,,,,,,,,
Cochise,,,,7,"2,623",,,47,,"1,624",,"2,174",,"6,468",,,,
Pima,,,,42,"39,697",,,780,,"21,523",,"34,072",,"96,072",,,,
Santa Cruz,,,,21,"13,206",,,124,,"4,059",,"9,417",,"26,806",,,,
Total:,,,,70,"55,526",,,951,,"27,206",,"45,663",,"129,346",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 22,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"42,857",,,734,,"18,476",,"40,848",,"102,915",,,,
Total:,,,,40,"42,857",,,734,,"18,476",,"40,848",,"102,915",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 23,,,,,,,,,,,,,,,,,,
Maricopa,,,,20,"11,560",,,337,,"13,405",,"14,737",,"40,039",,,,
Pima,,,,18,"10,745",,,159,,"4,479",,"8,035",,"23,418",,,,
Pinal,,,,1,149,,,0,,8,,82,,239,,,,
Yuma,,,,26,"22,173",,,317,,"11,059",,"24,047",,"57,596",,,,
Total:,,,,65,"44,627",,,813,,"28,951",,"46,901",,"121,292",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 24,,,,,,,,,,,,,,,,,,
Maricopa,,,,38,"35,633",,,661,,"16,606",,"34,108",,"87,008",,,,
Total:,,,,38,"35,633",,,661,,"16,606",,"34,108",,"87,008",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 25,,,,,,,,,,,,,,,,,,
Maricopa,,,,44,"21,956",,,781,,"37,424",,"33,175",,"93,336",,,,
Yuma,,,,20,"9,917",,,330,,"20,639",,"16,651",,"47,537",,,,
Total:,,,,64,"31,873",,,"1,111",,"58,063",,"49,826",,"140,873",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 26,,,,,,,,,,,,,,,,,,
Maricopa,,,,34,"34,669",,,598,,"14,016",,"31,322",,"80,605",,,,
Total:,,,,34,"34,669",,,598,,"14,016",,"31,322",,"80,605",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 27,,,,,,,,,,,,,,,,,,
Maricopa,,,,51,"37,631",,,"1,236",,"50,137",,"46,719",,"135,723",,,,
Total:,,,,51,"37,631",,,"1,236",,"50,137",,"46,719",,"135,723",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 28,,,,,,,,,,,,,,,,,,
Maricopa,,,,59,"35,564",,,905,,"74,369",,"46,898",,"157,736",,,,
Total:,,,,59,"35,564",,,905,,"74,369",,"46,898",,"157,736",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 29,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"36,014",,,"1,021",,"54,878",,"49,135",,"141,048",,,,
Total:,,,,47,"36,014",,,"1,021",,"54,878",,"49,135",,"141,048",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 30,,,,,,,,,,,,,,,,,,
La Paz,,,,11,"2,150",,,65,,"5,161",,"3,935",,"11,311",,,,
Maricopa,,,,2,801,,,41,,"3,175",,"1,647",,"5,664",,,,
Mohave,,,,22,"20,334",,,942,,"76,881",,"48,022",,"146,179",,,,
Yavapai,,,,3,147,,,5,,805,,338,,"1,295",,,,
Total:,,,,38,"23,432",,,"1,053",,"86,022",,"53,942",,"164,449",,,,
,,,,,,,,,,,,,,,,,,
State Total:,,,,1703,"1,270,544",,,"32,148",,"1,436,852",,"1,404,385",,"4,143,929",,,,
Inactive,,,,,,,,,,,,,,,,,,
County,Precincts,,Date/Period,,,Democratic,,,Libertarian,Republican,Other,,Total,,,,,
,,,,,,,,,,,,,,,,,,
Apache,44,,APR 2022,,,"1,411",,,7,755,975,,"3,148",,,,,
,44,,P.E. 2022,,,"1,416",,,8,755,"1,005",,"3,184",,,,,
,44,,G.E. 2022,,,"1,932",,,22,"1,092","1,434",,"4,480",,,,,
,,,,,,,,,,,,,,,,,,
Cochise,55,,APR 2022,,,"1,059",,,47,"1,431","1,823",,"4,360",,,,,
,55,,P.E. 2022,,,"2,340",,,125,"3,381","4,401",,"10,247",,,,,
,55,,G.E. 2022,,,"2,323",,,132,"3,322","4,205",,"9,982",,,,,
,,,,,,,,,,,,,,,,,,
Coconino,75,,APR 2022,,,"3,395",,,139,"2,081","4,281",,"9,896",,,,,
,75,,P.E. 2022,,,"3,352",,,133,"2,051","4,230",,"9,766",,,,,
,75,,G.E. 2022,,,"5,622",,,220,"3,286","5,321",,"14,449",,,,,
,,,,,,,,,,,,,,,,,,
Gila,39,,APR 2022,,,471,,,20,713,825,,"2,029",,,,,
,39,,P.E. 2022,,,913,,,36,"1,727","1,615",,"4,291",,,,,
,39,,G.E. 2022,,,904,,,38,"1,619","1,577",,"4,138",,,,,
,,,,,,,,,,,,,,,,,,
Graham,22,,APR 2022,,,493,,,14,628,699,,"1,834",,,,,
,22,,P.E. 2022,,,753,,,33,"1,158","1,127",,"3,071",,,,,
,22,,G.E. 2022,,,759,,,37,"1,142","1,044",,"2,982",,,,,
,,,,,,,,,,,,,,,,,,
Greenlee,8,,APR 2022,,,63,,,1,82,105,,251,,,,,
,8,,P.E. 2022,,,104,,,4,155,213,,476,,,,,
,8,,G.E. 2022,,,114,,,3,176,202,,495,,,,,
,,,,,,,,,,,,,,,,,,
La Paz,11,,APR 2022,,,323,,,3,546,599,,"1,471",,,,,
,11,,P.E. 2022,,,377,,,8,700,734,,"1,819",,,,,
,11,,G.E. 2022,,,376,,,9,708,737,,"1,830",,,,,
,,,,,,,,,,,,,,,,,,
Maricopa,906,,APR 2022,,,"82,247",,,"3,090","71,688","121,545",,"278,570",,,,,
,906,,P.E. 2022,,,"119,284",,,"4,741","114,303","177,793",,"416,121",,,,,
,906,,G.E. 2022,,,"145,804",,,"5,844","134,729","217,364",,"503,741",,,,,
,,,,,,,,,,,,,,,,,,
Mohave,24,,APR 2022,,,"1,940",,,94,"4,763","4,973",,"11,770",,,,,
,24,,P.E. 2022,,,"1,903",,,94,"4,659","4,892",,"11,548",,,,,
,24,,G.E. 2022,,,"2,413",,,129,"6,154","6,232",,"14,928",,,,,
,,,,,,,,,,,,,,,,,,
Navajo,14,,APR 2022,,,"1,435",,,40,"1,773","1,919",,"5,167",,,,,
,14,,P.E. 2022,,,"2,483",,,68,"3,284","3,229",,"9,064",,,,,
,14,,G.E. 2022,,,"2,232",,,63,"2,899","3,052",,"8,246",,,,,
,,,,,,,,,,,,,,,,,,
Pima,278,,APR 2022,,,"18,518",,,630,"13,087","24,621",,"56,856",,,,,
,278,,P.E. 2022,,,"21,156",,,717,"15,173","27,713",,"64,759",,,,,
,278,,G.E. 2022,,,"21,390",,,722,"15,166","27,909",,"65,187",,,,,
,,,,,,,,,,,,,,,,,,
Pinal,109,,APR 2022,,,"3,548",,,137,"4,447","6,411",,"14,543",,,,,
,109,,P.E. 2022,,,"4,132",,,183,"5,483","8,111",,"17,909",,,,,
,109,,G.E. 2022,,,"4,647",,,211,"6,068","8,955",,"19,881",,,,,
,,,,,,,,,,,,,,,,,,
Santa Cruz,24,,APR 2022,,,359,,,5,174,329,,867,,,,,
,24,,P.E. 2022,,,705,,,12,387,684,,"1,788",,,,,
,24,,G.E. 2022,,,"1,207",,,19,594,"1,235",,"3,055",,,,,
,,,,,,,,,,,,,,,,,,
Yavapai,48,,APR 2022,,,"3,724",,,261,"6,905","6,746",,"17,636",,,,,
,48,,P.E. 2022,,,"4,565",,,314,"8,736","8,829",,"22,444",,,,,
,48,,G.E. 2022,,,"4,432",,,305,"8,362","8,436",,"21,535",,,,,
,,,,,,,,,,,,,,,,,,
Yuma,46,,APR 2022,,,"2,864",,,124,"3,026","4,730",,"10,744",,,,,
,46,,P.E. 2022,,,"3,404",,,137,"3,516","5,471",,"12,528",,,,,
,46,,G.E. 2022,,,"3,786",,,151,"4,063","6,302",,"14,302",,,,,
,,,,,,,,,,,,,,,,,,
Totals:,"1,703",,APR 2022,,,"121,850",,,"4,612","112,099","180,581",,"419,142",,,,,
,"1,703",,P.E. 2022,,,"166,887",,,"6,613","165,468","250,047",,"589,015",,,,,
,"1,703",,G.E. 2022,,,"197,941",,,"7,905","189,380","294,005",,"689,231",,,,,
,,,,,,,,,,,,,,,,,,
Percentages:,,,APR 2022,,,29.07,,,1.10,26.74,43.08,,,,,,,
,,,P.E. 2022,,,28.33,,,1.12,28.09,42.45,,,,,,,
,,,G.E. 2022,,,28.72,,,1.15,27.48,42.66,,,,,,,
,,,,,,,,,,,,,,,,,,
Inactive,,,,,,,,,,,,,,,,,,
District,,,,Precincts,Democratic,,,Libertarian,,Republican,,Other,,Total,,,,
,,,,,,,,,,,,,,,,,,
Congressional District 1,,,,,,,,,,,,,,,,,,
Maricopa,,,,206,"27,165",,,"1,269",,"30,300",,"42,839",,"101,573",,,,
Total:,,,,206,"27,165",,,"1,269",,"30,300",,"42,839",,"101,573",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 2,,,,,,,,,,,,,,,,,,
Apache,,,,44,"1,932",,,22,,"1,092",,"1,434",,"4,480",,,,
Coconino,,,,75,"5,622",,,220,,"3,286",,"5,321",,"14,449",,,,
Gila,,,,39,904,,,38,,"1,619",,"1,577",,"4,138",,,,
Graham,,,,2,312,,,3,,43,,133,,491,,,,
Maricopa,,,,3,110,,,0,,15,,100,,225,,,,
Mohave,,,,2,10,,,0,,11,,24,,45,,,,
Navajo,,,,14,"2,232",,,63,,"2,899",,"3,052",,"8,246",,,,
Pinal,,,,50,"2,224",,,82,,"2,500",,"3,995",,"8,801",,,,
Yavapai,,,,48,"4,432",,,305,,"8,362",,"8,436",,"21,535",,,,
Total:,,,,277,"17,778",,,733,,"19,827",,"24,072",,"62,410",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 3,,,,,,,,,,,,,,,,,,
Maricopa,,,,123,"33,060",,,798,,"11,457",,"36,918",,"82,233",,,,
Total:,,,,123,"33,060",,,798,,"11,457",,"36,918",,"82,233",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 4,,,,,,,,,,,,,,,,,,
Maricopa,,,,146,"33,188",,,"1,426",,"26,384",,"49,018",,"110,016",,,,
Total:,,,,146,"33,188",,,"1,426",,"26,384",,"49,018",,"110,016",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 5,,,,,,,,,,,,,,,,,,
Maricopa,,,,120,"13,854",,,797,,"22,234",,"24,710",,"61,595",,,,
Pinal,,,,30,"1,187",,,87,,"2,234",,"2,714",,"6,222",,,,
Total:,,,,150,"15,041",,,884,,"24,468",,"27,424",,"67,817",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 6,,,,,,,,,,,,,,,,,,
Cochise,,,,43,"1,648",,,119,,"3,015",,"3,389",,"8,171",,,,
Graham,,,,20,447,,,34,,"1,099",,911,,"2,491",,,,
Greenlee,,,,8,114,,,3,,176,,202,,495,,,,
Pima,,,,155,"10,607",,,452,,"10,121",,"15,216",,"36,396",,,,
Pinal,,,,25,"1,180",,,41,,"1,239",,"2,134",,"4,594",,,,
Total:,,,,251,"13,996",,,649,,"15,650",,"21,852",,"52,147",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 7,,,,,,,,,,,,,,,,,,
Cochise,,,,12,675,,,13,,307,,816,,"1,811",,,,
Maricopa,,,,23,"4,234",,,95,,"2,260",,"5,588",,"12,177",,,,
