year,election_date,election_type,county,school_district,ctds_id,nces_leaid,ccd_lea_name,district,office,candidate,party,total_votes,early_voting,election_day,provisional,winner,num_precincts,lea_letter_grade,num_schools_in_lea,total_enrollment,dropout_rate,num_enrolled,num_dropouts,grad_rate_4yr,num_in_cohort,num_graduated,superintendent,supt_hire_year,supt_gender,prior_supt_experience,prior_admin_experience,prior_principal_experience,internal_vs_external,advanced_degree,supt_tenure_at_election,county_registered_voters,county_dem_registration,county_rep_registration,county_lib_registration,county_other_registration,county_ballots_cast,county_turnout_pct
2014.0,2014-11-04,general,Coconino,TUBA CITY USD #15,4197.0,0408680.0,Tuba City Unified School District #15 (4197),,TUBA CITY UNIFIED SCHOOL DISTRICT BOARD MEMBER,"BENNETT, ROLAND H.",,2720.0,,,,,,,,,,,,,,,,,,,,,,,,70719,26055,17863,776,26020,75468,106.7
2014.0,2014-11-04,general,Coconino,TUBA CITY USD #15,4197.0,0408680.0,Tuba City Unified School District #15 (4197),,TUBA CITY UNIFIED SCHOOL DISTRICT BOARD MEMBER,"KANASWOOD, PRISCILLA",,1916.0,,,,,,,,,,,,,,,,,,,,,,,,70719,26055,17863,776,26020,75468,106.7
2014.0,2014-11-04,general,Coconino,TUBA CITY USD #15,4197.0,0408680.0,Tuba City Unified School District #15 (4197),,TUBA CITY UNIFIED SCHOOL DISTRICT BOARD MEMBER,"TSINIGINE, LEE",,3652.0,,,,,,,,,,,,,,,,,,,,,,,,70719,26055,17863,776,26020,75468,106.7
2014.0,2014-11-04,general,Coconino,TUBA CITY USD #15,4197.0,0408680.0,Tuba City Unified School District #15 (4197),,TUBA CITY UNIFIED SCHOOL DISTRICT BOARD MEMBER,"WORKER, MARY",,3852.0,,,,,,,,,,,,,,,,,,,,,,,,70719,26055,17863,776,26020,75468,106.7
2014.0,2014-11-04,general,Gila,Bd Member San Carlos School Dist. 20,4210.0,0406960.0,San Carlos Unified District (4210),,SAN CARLOS UNIFIED SCHOOL DIST. 20 (ELECT 3),"CASSA, BOB",,64.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Bd Member San Carlos School Dist. 20,4210.0,0406960.0,San Carlos Unified District (4210),,SAN CARLOS UNIFIED SCHOOL DIST. 20 (ELECT 3),"FERREIRA, FREDERICK,",,478.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Bd Member San Carlos School Dist. 20,4210.0,0406960.0,San Carlos Unified District (4210),,SAN CARLOS UNIFIED SCHOOL DIST. 20 (ELECT 3),"KITCHEYAN, TARA",,442.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Bd Member San Carlos School Dist. 20,4210.0,0406960.0,San Carlos Unified District (4210),,SAN CARLOS UNIFIED SCHOOL DIST. 20 (ELECT 3),"NEWMAN-JACKSON, KRIS",,332.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Bd Member San Carlos School Dist. 20,4210.0,0406960.0,San Carlos Unified District (4210),,SAN CARLOS UNIFIED SCHOOL DIST. 20 (ELECT 3),"REEDE, DAVID",,644.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Bd Member San Carlos School Dist. 20,4210.0,0406960.0,San Carlos Unified District (4210),,SAN CARLOS UNIFIED SCHOOL DIST. 20 (ELECT 3),"TALKALAI, KATRINA",,478.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Globe Unified,4208.0,0403500.0,Globe Unified District (4208),,GLOBE UNIFIED SCHOOL DIST. 1 (ELECT 2),"DALMOLIN, FRANKIE",,4038.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Globe Unified,4208.0,0403500.0,Globe Unified District (4208),,GLOBE UNIFIED SCHOOL DIST. 1 (ELECT 2),"HOWARD, ROBERT",,1860.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Globe Unified,4208.0,0403500.0,Globe Unified District (4208),,GLOBE UNIFIED SCHOOL DIST. 1 (ELECT 2),"HUNTER-PATTEN, ROBER",,2480.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Payson Unified,4209.0,0406070.0,Payson Unified District (4209),,PAYSON UNIFIED SCHOOL DIST. 10 (ELECT 2),"DESCHAAF, SHEILA",,7100.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Payson Unified,4209.0,0406070.0,Payson Unified District (4209),,PAYSON UNIFIED SCHOOL DIST. 10 (ELECT 2),"PROCK, ANGIE",,7852.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Payson Unified,4209.0,0406070.0,Payson Unified District (4209),,PAYSON UNIFIED SCHOOL DIST. 10 (ELECT 2),"YOUNKER, DARLENE",,6872.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Young Public School District #5,4213.0,0409540.0,Young Elementary District (4213),,YOUNG ELEMENTARY SCHOOL DIST. 5 (ELECT 2),"CONNER, CYNTHIA",,262.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Young Public School District #5,4213.0,0409540.0,Young Elementary District (4213),,YOUNG ELEMENTARY SCHOOL DIST. 5 (ELECT 2),"FORTUNY, JILL",,202.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Young Public School District #5,4213.0,0409540.0,Young Elementary District (4213),,YOUNG ELEMENTARY SCHOOL DIST. 5 (ELECT 2),"MCKINNEY, MIKE",,392.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Gila,Board Member Young Public School District #5,4213.0,0409540.0,Young Elementary District (4213),,YOUNG ELEMENTARY SCHOOL DIST. 5 (ELECT 2),"SAWYER, GREG",,208.0,,,,,,,,,,,,,,,,,,,,,,,,29472,9717,11110,160,8483,32321,109.7
2014.0,2014-11-04,general,Maricopa,AGUA FRIA UNION #216,4289.0,400450.0,Agua Fria Union High School District (4289),,AGUA FRIA UNION #216 GOV BRD - 4YR (vote for 2),"HILL, MAXINE T.",,9530.0,,,,YES,26.0,A,4.0,14470.0,1.7,,,84.3,1756.0,1480.0,Mark Yslas,2021.0,Male,Yes,Yes,,External,,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,AGUA FRIA UNION #216,4289.0,400450.0,Agua Fria Union High School District (4289),,AGUA FRIA UNION #216 GOV BRD - 4YR (vote for 2),"LAWLOR, KEN E.",,8910.0,,,,,26.0,A,4.0,14470.0,1.7,,,84.3,1756.0,1480.0,Mark Yslas,2021.0,Male,Yes,Yes,,External,,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,AGUA FRIA UNION #216,4289.0,400450.0,Agua Fria Union High School District (4289),,AGUA FRIA UNION #216 GOV BRD - 4YR (vote for 2),"ROSZTOCZY, TOM",,9703.0,,,,YES,26.0,A,4.0,14470.0,1.7,,,84.3,1756.0,1480.0,Mark Yslas,2021.0,Male,Yes,Yes,,External,,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,AGUA FRIA UNION #216,4289.0,400450.0,Agua Fria Union High School District (4289),,AGUA FRIA UNION #216 GOV BRD - 4YR (vote for 2),Write-In Candidate,,196.0,,,,,26.0,A,4.0,14470.0,1.7,,,84.3,1756.0,1480.0,Mark Yslas,2021.0,Male,Yes,Yes,,External,,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4YR (vote for 2),"GREENLEAF, SCHILLA A.",,1451.0,,,,,11.0,B,14.0,28542.0,0.7,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4YR (vote for 2),"MARTINEZ, RAY DAVID SR.",,2259.0,,,,YES,11.0,B,14.0,28542.0,0.7,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4YR (vote for 2),"O'NEIL FRANTZ, CATHLEEN M.",,2095.0,,,,YES,11.0,B,14.0,28542.0,0.7,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4YR (vote for 2),"SANCHEZ, LIZ",,2002.0,,,,,11.0,B,14.0,28542.0,0.7,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4YR (vote for 2),Write-In Candidate,,43.0,,,,,11.0,B,14.0,28542.0,0.7,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,ALHAMBRA ESD #68,4280.0,400600.0,Alhambra Elementary District (4280),,ALHAMBRA ESD #68 GOV BRD - 4YR (vote for 2),"ZERMENO, GABRIEL",,1938.0,,,,,11.0,B,14.0,28542.0,0.7,,,,,,Dr. Cecilia Maes,2021.0,Female,No,Yes,Yes,External,Doctorate,-7.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BALSZ ESD #31,4268.0,401050.0,Balsz Elementary District (4268),,BALSZ ESD #31 QUESTION - BUDGET INC.,"BUDGET INCREASE, NO",,1606.0,,,,,9.0,C,4.0,5434.0,3.4,,,,,,Dr. George Barnes,2022.0,Male,No,Yes,Yes,External,Doctorate,-8.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BALSZ ESD #31,4268.0,401050.0,Balsz Elementary District (4268),,BALSZ ESD #31 QUESTION - BUDGET INC.,"BUDGET INCREASE, YES",,2138.0,,,,YES,9.0,C,4.0,5434.0,3.4,,,,,,Dr. George Barnes,2022.0,Male,No,Yes,Yes,External,Doctorate,-8.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BUCKEYE ESD #33,4269.0,401380.0,Buckeye Elementary District (4269),,BUCKEYE ESD #33 GOV BRD - 4YR (vote for 2),"HUNT, JANE",,2268.0,,,,YES,13.0,B,6.0,9644.0,1.3,,,,,,Dr. Chad Lanese,2023.0,Male,No,Yes,Yes,Internal,Doctorate,-9.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BUCKEYE ESD #33,4269.0,401380.0,Buckeye Elementary District (4269),,BUCKEYE ESD #33 GOV BRD - 4YR (vote for 2),"MACKIE, MOLLY J.",,1717.0,,,,,13.0,B,6.0,9644.0,1.3,,,,,,Dr. Chad Lanese,2023.0,Male,No,Yes,Yes,Internal,Doctorate,-9.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BUCKEYE ESD #33,4269.0,401380.0,Buckeye Elementary District (4269),,BUCKEYE ESD #33 GOV BRD - 4YR (vote for 2),"RAGSDALE, JENNIE ''GINA''",,1956.0,,,,YES,13.0,B,6.0,9644.0,1.3,,,,,,Dr. Chad Lanese,2023.0,Male,No,Yes,Yes,Internal,Doctorate,-9.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BUCKEYE ESD #33,4269.0,401380.0,Buckeye Elementary District (4269),,BUCKEYE ESD #33 GOV BRD - 4YR (vote for 2),Write-In Candidate,,73.0,,,,,13.0,B,6.0,9644.0,1.3,,,,,,Dr. Chad Lanese,2023.0,Male,No,Yes,Yes,Internal,Doctorate,-9.0,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BUCKEYE UNION #201,4284.0,401410.0,Buckeye Union High School District (4284),,BUCKEYE UNION #201 GOV BRD - 4YR (vote for 2),"AHLSTROM, KRISTEN E.",,7245.0,,,,YES,24.0,B,4.0,2637.0,1.2,,,86.7,885.0,767.0,,,,,,,,,,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,BUCKEYE UNION #201,4284.0,401410.0,Buckeye Union High School District (4284),,BUCKEYE UNION #201 GOV BRD - 4YR (vote for 2),Write-In Candidate,,311.0,,,,YES,24.0,B,4.0,2637.0,1.2,,,86.7,885.0,767.0,,,,,,,,,,1935729,515376,694850,17205,708000,,
2014.0,2014-11-04,general,Maricopa,CARTWRIGHT ESD #83,4282.0,401680.0,Cartwright Elementary District (4282),,CARTWRIGHT ESD #83 QUESTION - BUDGET INC.,"BUDGET OVERRIDE CONTINUATION, NO",,3155.0,,,,,16.0,B,20.0,38220.0,1.3,,,,,,Steve Watson,2025.0,Male,Yes,No,No,External,,-11.0,1935729,515376,694850,17205,708000,,
